,Company Name,Reviews,Rating,Salaries,Interviews,Jobs,Benifits
6480,Fraazo,168,3.4,660,20,--,14
6481,Nerdy Turtlez,168,2.5,415,18,1,22
6482,TerraCIS Technologies,168,3.7,474,8,--,3
6483,All India Council Technical Education,168,4.4,195,10,--,3
6484,Graphite India,168,3.5,683,6,--,15
6485,Facebook,168,4.4,1.2k,55,--,22
6486,OM Careers,168,2.4,334,12,--,22
6487,Claris Lifesciences Ahmedabad,168,3.3,382,1,--,28
6488,Ganges Internationale,168,2.6,800,9,1,20
6489,GDX Group,168,4.1,454,1,3,5
6490,SPX Flow Technology,168,4.4,968,10,--,16
6491,NSL Sugars,168,3.9,539,7,10,10
6492,MUFG Intime India,168,3.5,724,12,--,10
6493,Allahabad Bank,168,4.1,321,2,--,22
6494,Sterling Software Private Limited,168,3.5,1.4k,9,8,9
6495,Rain Carbon,168,4.1,548,14,--,7
6496,bloom Hotel Group,169,4.2,657,11,12,6
6497,Coverfox,168,3.7,648,7,13,16
6498,Brose India Automotive Systems,168,3.6,1k,14,4,13
6499,Carryfast group,168,3.5,571,11,1,4
6500,MRCC Solutions,168,3.0,922,11,5,11
6501,Delivery.com,168,3.8,639,17,--,14
6502,Safdarjung Hospital,168,4.5,698,5,--,16
6503,Solenis,168,3.7,975,23,--,9
6504,Ciklum,168,3.7,874,30,75,2
6505,UMSL,168,3.6,592,13,21,13
6506,Katyayani Organics,168,4.0,131,18,11,2
6507,Way.com,168,4.1,485,9,3,3
6508,Bose,167,3.5,544,6,--,27
6509,Srijan Realty,167,3.8,750,12,6,10
6510,iBall,167,4.1,456,6,--,10
6511,SEED Infotech,167,3.9,510,9,9,11
6512,ART Housing Finance (India),167,3.7,548,7,--,16
6513,P C CHANDRA JEWELLERS,167,3.7,514,8,--,13
6514,MiM-Essay,167,4.3,239,15,--,2
6515,Okinawa Autotech,167,3.5,591,9,1,8
6516,ONKAR DIES,167,3.7,691,8,--,16
6517,Zebra Technologies,167,3.6,1.7k,29,7,17
6518,Arvind Technocrats & Engineers LLP,167,3.6,281,10,5,6
6519,Federal Mogul Powertrain,167,3.7,542,9,--,18
6520,Okinawa Autotech,167,3.5,591,9,1,8
6521,MiM-Essay,167,4.3,239,15,--,2
6522,P C CHANDRA JEWELLERS,167,3.7,514,8,--,13
6523,Arvind Technocrats & Engineers LLP,167,3.6,281,10,5,6
6524,Federal Mogul Powertrain,167,3.7,542,9,--,18
6525,Continental Tyres,167,3.4,588,6,--,11
6526,Peninsula Land,167,4.1,637,7,--,19
6527,Atlassian,167,3.1,4.1k,97,5,4
6528,Alexander Mann Solutions,167,3.1,647,7,3,1
6529,Omega,167,3.8,710,33,1,8
6530,Zebra Technologies,167,3.6,1.7k,29,7,17
6531,BYD Electronics,167,3.5,799,14,--,11
6532,Filo,167,3.4,569,12,9,5
6533,Gsa Industries,167,3.9,556,12,11,3
6534,Tata Passenger Electric Mobility,168,4.2,546,11,--,2
6535,M&G Global Services,167,3.4,1.4k,12,16,7
6536,Da Milano Leathers,167,2.7,571,16,--,14
6537,Harvest Gold Industries,167,3.8,561,17,--,9
6538,Intellect Bizware Services,167,3.9,961,12,10,5
6539,Alliant Talent,167,2.2,846,14,33,3
6540,Scribe EMR,167,4.0,541,16,19,10
6541,Lepton Software Export & Research,166,3.6,728,24,11,5
6542,Jindal Industries Private Limited,166,3.5,1.7k,28,--,25
6543,Royal Bank of Scotland International,166,4.2,1.8k,12,--,28
6544,Indian Register of Shipping,166,3.9,931,12,9,7
6545,SHARON BIO MEDICINE,166,4.1,621,4,2,11
6546,BG Distributors,167,3.6,371,7,--,11
6547,Rosmerta Safety Systems,166,3.4,716,12,4,--
6548,Ruparel Realty,166,4.0,675,15,12,7
6549,Nirvasa Healthcare,166,3.2,416,17,1,3
6550,Steadfast Medishield,166,4.1,396,18,1,38
6551,Vignesh Polymers,166,3.5,936,9,--,5
6552,Macmillan Publishers,166,3.4,483,10,--,23
6553,Edwise International,166,3.8,444,13,40,5
6554,Baskin Robbins,166,4.0,440,8,--,15
6555,Technocraft Industries,166,3.6,816,11,--,14
6556,Konstelec Engineers,166,3.5,617,14,6,8
6557,Jivo Wellness,166,3.1,456,10,7,21
6558,Shree Maruti Courier Service,166,4.1,770,10,--,7
6559,West Bengal State Electricity Distribution Company,166,3.1,417,7,--,16
6560,Amar Cars,166,3.9,572,10,7,11
6561,West Bengal State Electricity Distribution Company,166,3.1,417,7,--,16
6562,Shree Maruti Courier Service,166,4.1,770,10,--,7
6563,Technocraft Industries,166,3.6,816,11,--,14
6564,Konstelec Engineers,166,3.5,617,14,6,8
6565,Jivo Wellness,166,3.1,456,10,7,21
6566,Kumar Properties,166,4.2,843,13,12,6
6567,Honeywell Uop,166,3.4,725,16,--,16
6568,Simple Energy,166,3.9,680,25,17,6
6569,Deshpande Foundation,166,4.0,549,9,6,11
6570,Crio.Do,166,2.9,900,34,--,3
6571,Stonex,170,3.9,1.1k,30,--,16
6572,Woodrock Infotech Private Limited,167,3.1,273,11,4,3
6573,Vanesa Care,166,4.2,580,6,--,9
6574,Metro Tyres,166,3.7,678,11,--,10
6575,KodNest,165,4.1,218,28,--,1
6576,Thirdware Solutions,165,4.2,1k,4,--,23
6577,Nordusk Led,165,4.4,118,7,--,5
6578,Liyaans Properties,165,4.8,61,5,2,5
6579,Lilac Insights,165,3.2,572,13,--,10
6580,Indian Coast Guard,165,4.0,473,7,--,22
6581,SMCC Construction India,165,4.2,556,10,--,19
6582,Atidan Technologies,165,4.2,477,21,17,11
6583,Nordusk Led,165,4.4,118,7,--,5
6584,"CAMP Systems International, Inc.",165,3.9,872,14,3,16
6585,Educational Initiatives,165,3.2,927,16,3,22
6586,Best Corporation,165,3.8,819,6,--,14
6587,Ajanta Shoes,165,3.5,578,17,5,7
6588,SKYMAP PHARMACEUTICALS,165,3.9,566,7,--,6
6589,Satvat Infosol,165,3.2,760,7,4,21
6590,Bharti Foundation,165,3.6,403,8,8,23
6591,Willowood Chemicals,165,4.1,512,8,--,2
6592,SmartQ - Bottle Lab Technologies,165,4.1,876,21,79,11
6593,NSK,165,3.8,1.4k,10,--,25
6594,FCS Software Solutions,165,3.7,793,16,42,12
6595,KPI Partners,165,3.4,898,18,30,23
6596,Opkey,168,3.9,443,19,41,57
6597,Best Value Chem,165,3.8,844,10,--,10
6598,Hire Glocal,165,4.3,81,20,--,35
6599,Super Auto India,165,3.7,665,6,--,13
6600,otsuka chemical india,165,3.9,718,14,1,12
6601,Experian,165,3.9,2k,24,118,9
6602,Inditex,165,4.1,526,9,1,27
6603,Lince Soft Solutions,165,4.7,1.6k,8,--,9
6604,Bobst India,165,3.9,853,15,1,16
6605,Vishay Precision Transducers,165,3.4,940,7,--,21
6606,Lilac Insights,165,3.2,572,13,--,10
6607,KRG Technologies,165,4.2,612,17,20,9
6608,Jar,165,4.4,411,34,23,21
6609,Rotex,165,3.9,892,17,7,8
6610,Arunachala Logistics,165,3.9,588,12,17,9
6611,Inox Green Energy Services,165,4.0,473,13,--,5
6612,HP Computing and Printing Systems,165,3.9,907,8,--,10
6613,Scorpion Express,165,3.6,619,18,--,9
6614,ASSET DEALS,166,4.1,106,23,--,6
6615,Vulcan Express,164,3.6,227,1,--,20
6616,Nehru Yuva Kendra Sangathan,164,4.4,173,8,--,18
6617,PCS Technology,164,3.1,368,3,--,12
6618,Nv Group,164,3.6,622,6,1,11
6619,FloBiz,164,3.6,677,27,6,11
6620,Gibraltar Technologies,164,3.8,681,24,--,1
6621,BUDDI.AI,164,3.6,533,16,--,29
6622,Faasos Food Services,164,3.8,390,4,--,19
6623,Celebi Delhi Cargo Terminal Management,164,4.2,424,3,--,38
6624,CDS Infra Projects,164,3.3,512,11,--,--
6625,Pathcare Labs,164,3.6,538,16,--,14
6626,Ardex Endura,164,4.0,526,6,1,12
6627,Lulu Hypermarket,164,3.4,488,21,11,15
6628,Confiance BizSol Private Limited,169,3.2,578,24,4,28
6629,Nangia & Co. LLP,164,3.4,779,22,23,6
6630,Corpone Staffing Solutions,164,3.8,547,16,--,12
6631,Greaves Electric Mobility,164,3.3,768,15,10,1
6632,TVS - SUNDARAM BRAKE LININGS,164,3.2,746,9,--,16
6633,Government of Odisha,164,4.0,719,12,--,6
6634,DCW,164,3.7,676,8,1,18
6635,Ashley Global Capability Center,164,4.0,415,71,7,1
6636,Thinksys Software,165,3.7,966,18,11,35
6637,Suven Life Sciences,164,3.7,564,5,9,18
6638,Ind Innovations,164,3.4,784,9,--,12
6639,Kewal Kiran Clothing,164,3.9,569,9,7,9
6640,Allied Nippon,164,3.7,671,13,1,9
6641,Vishay Precision Transducers,165,3.4,939,7,--,21
6642,Lulu Hypermarket,164,3.4,488,21,11,15
6643,BVC Logistics,164,3.6,624,10,--,21
6644,Varsity Education Management,164,3.7,1k,10,5,7
6645,Confiance BizSol Private Limited,169,3.2,578,24,4,28
6646,John Cockerill,164,3.1,826,9,56,15
6647,Mold Tek Packaging,164,3.9,649,14,1,7
6648,Recykal,164,3.9,744,8,31,2
6649,ASSET DEALS,165,4.1,106,23,--,6
6650,Newtech Medical Devices,164,3.8,345,12,13,31
6651,Real Estate Group,164,4.3,2.5k,17,1,7
6652,Sankara Eye Hospital,164,4.2,506,7,2,17
6653,Merilytics,164,2.9,1.5k,51,--,8
6654,Xotik Frujus,163,2.6,443,8,--,8
6655,Sundaram Industries,163,3.6,797,6,4,10
6656,Scope eKnowledge Center,163,3.5,465,8,--,19
6657,Ivangel Sales & Services,163,3.7,526,4,--,6
6658,DIN Engineering Services,163,3.7,402,11,9,16
6659,Border Roads Organisation,163,4.2,338,3,--,22
6660,AMPLUS SOLAR,163,4.3,808,6,--,16
6661,Pramata Knowledge Solutions,163,3.2,832,30,--,19
6662,Grupo Bimbo,163,3.5,794,11,--,1
6663,Egniol Services Private Limited,163,2.4,489,14,28,1
6664,VWR International,163,3.6,1k,13,--,20
6665,Jewelex India,163,3.9,638,4,1,12
6666,St. Mary's School,163,3.9,545,7,--,17
6667,Triveni Almirah,163,3.5,355,20,12,15
6668,Toluna,163,3.4,823,12,--,19
6669,Xpo Logistics,163,3.6,1.2k,14,--,24
6670,Leena AI,163,3.6,623,29,3,2
6671,Chembond Chemicals,163,3.8,700,9,42,18
6672,Hughes Communications,163,3.2,915,11,2,15
6673,L&T Geostructure,163,3.9,382,10,--,1
6674,Aranca,163,3.3,1.1k,14,34,22
6675,Zeiss Pharma,163,3.3,617,8,23,7
6676,Wanfeng Aluminum Wheel,172,3.7,547,7,--,16
6677,Border Roads Organisation,163,4.2,338,3,--,22
6678,JioHotstar,163,3.4,1.6k,44,15,9
6679,Chromewell Engineering,163,3.6,704,8,--,6
6680,Benzo Chem Industries,164,4.1,762,12,--,11
6681,Sfc Solutions,175,3.6,845,16,1,5
6682,Ultratech India,163,3.8,800,13,11,5
6683,Armstrong International,163,4.0,700,9,9,14
6684,Motwane Manufacturing Company,163,3.6,698,14,10,3
6685,Unimrkt Research,163,3.2,967,25,--,11
6686,Yuken India,163,3.4,761,6,2,14
6687,Marsh India Insurance Brokers,163,4.2,936,7,16,9
6688,Servosys Solutions,163,2.9,1.2k,26,5,7
6689,Ajmal Perfumes,163,4.0,463,16,3,6
6690,Sundaram Industries,163,3.6,797,6,4,10
6691,DIN Engineering Services,163,3.7,402,11,9,16
6692,Mythri Infrastructure and Mining,164,3.4,551,6,--,5
6693,Somika Sarl,163,4.1,456,13,--,10
6694,Apollo Supply Chain,163,3.8,593,11,--,4
6695,DataTracks,163,3.3,1.1k,16,--,9
6696,O2f info Solutions,163,3.5,989,8,5,6
6697,AlgoShack,163,4.2,429,56,68,1
6698,CI Infotech,163,3.7,697,8,5,6
6699,Acute Informatics,162,3.1,637,7,--,9
6700,Kamal Fincap,162,3.9,351,3,1,12
6701,Concentric,162,3.8,873,40,1,19
6702,ARSS Infrastructure Projects,162,3.8,496,19,--,15
6703,Indian Steel Corporation,162,4.1,659,10,--,21
6704,Hotel Park Plaza,162,4.2,449,5,--,27
6705,StrategicERP,162,4.2,260,14,2,2
6706,Enzen Global Solutions,162,2.7,556,6,--,17
6707,Zodiac Clothing Company,162,3.3,463,8,2,13
6708,Graphic Era University,162,3.6,603,16,20,15
6709,iQuanti,162,3.7,1.1k,18,25,13
6710,Shubham K Mart,169,4.2,227,67,--,2
6711,CleanMax Enviro Energy Solutions,162,4.4,815,19,37,6
6712,Punjab & Sind Bank,162,3.3,489,2,--,14
6713,Eicher Engineering Components,162,4.1,603,15,--,11
6714,Newfold Digital,168,3.7,1.1k,21,2,5
6715,Privi Organics,162,3.8,685,13,--,16
6716,Geltec,162,3.3,776,17,4,6
6717,Nahar Group of Companies,162,3.5,618,5,3,5
6718,Chowgule Industries,162,3.5,607,6,--,15
6719,Ben Franklin,162,3.5,120,8,3,--
6720,Walker Chandiok & Co,169,3.1,1.2k,14,--,7
6721,General Diagnostics International Private Limited,163,3.0,520,14,2,6
6722,Back Office,162,4.0,1.3k,17,--,16
6723,Sankara Nethralaya,162,3.8,418,9,1,16
6724,Rhenus Logistics,162,3.6,899,12,2,4
6725,East India Technologies,162,3.0,797,9,12,11
6726,Focus Softnet,162,3.6,973,10,13,11
6727,NetCom Learning,162,3.2,667,16,44,9
6728,Trinity Mobility,162,2.6,1.2k,12,4,20
6729,Trinity Touch,162,4.3,771,13,32,26
6730,Gleneagles Global Hospital,162,3.7,609,10,--,15
6731,Medvarsity Online,162,3.1,774,20,19,12
6732,The House of Abhinandan Lodha,162,2.9,655,23,9,1
6733,Khaitan Electricals,162,2.9,400,6,--,8
6734,Sms Integrated Facility Services,162,4.2,634,6,6,6
6735,Vee Gee Industrial Enterprises,162,3.9,649,14,--,11
6736,Freyr Energy Services,162,3.7,537,10,60,8
6737,Spun Micro Processing,162,3.9,576,10,--,11
6738,Arya Collateral Warehousing Services,162,4.3,439,12,5,13
6739,Scientific Games,166,3.7,284,--,--,2
6740,Scientific Games,166,3.7,284,--,--,2
6741,TAL Manufacturing Solutions,161,3.5,442,5,--,22
6742,Exemed Pharmaceuticals,161,4.0,846,15,19,11
6743,Ognibene India,161,3.7,886,10,--,13
6744,Mahindra Accelo,161,3.5,538,6,15,3
6745,TruCap Finance,161,3.8,507,5,--,10
6746,efficiently,161,2.5,473,25,--,7
6747,Desai Construction,161,4.2,554,11,7,23
6748,Wingtech Mobile Communication,161,4.0,697,15,--,18
6749,Orchid Hotel,161,3.7,606,11,1,20
6750,CGS,161,3.6,912,25,2,15
6751,Maharashtra State Road Transport Corporation,161,4.0,372,4,--,18
6752,Lapp India,161,4.1,831,8,14,14
6753,iVistec Partners India Private Limited,161,3.9,544,10,5,20
6754,Infiniminds,161,3.7,885,15,--,7
6755,Mount Talent Consulting,161,3.1,602,10,--,11
6756,IIT Delhi,161,4.2,920,18,60,17
6757,Population Services International (PSI),161,3.8,430,8,--,24
6758,Abu Dhabi Oil Refining Company,163,4.3,548,7,--,9
6759,Saraswati Accountants Software,161,4.5,124,23,--,14
6760,J G Hosiery,161,3.3,645,8,--,14
6761,SISA Information Security,161,3.1,997,7,9,9
6762,D A V School,161,4.1,514,10,--,13
6763,Gujarat State Electricity Corporation,161,4.4,274,6,--,8
6764,Stantec,161,3.8,1.2k,29,17,7
6765,Dar Al Handasah Consultants Shair And Partners,161,3.1,844,17,5,6
6766,EssentiallySports,161,3.9,173,28,1,2
6767,HYOSUNG,161,3.5,734,7,--,9
6768,myTVS Parts & Accessories,161,3.8,430,9,--,3
6769,Ognibene India,161,3.7,886,10,--,13
6770,DHL IT Services,161,3.8,1.4k,15,--,7
6771,Desai Construction,161,4.2,554,11,7,23
6772,Wingtech Mobile Communication,161,4.0,697,15,--,18
6773,Mahindra Accelo,161,3.5,538,6,15,3
6774,Orchid Hotel,161,3.7,606,11,1,20
6775,efficiently,161,2.5,473,25,--,7
6776,Ideas2IT Technologies,161,3.6,1.2k,55,--,41
6777,Dynamic Techno Medicals,161,3.7,570,7,--,13
6778,Exemed Pharmaceuticals,161,4.0,846,15,19,11
6779,TruCap Finance,161,3.8,507,5,--,10
6780,ATYETI,161,4.0,887,18,106,9
6781,CGS,161,3.6,912,25,2,15
6782,Sterling Information Resources,161,3.5,673,5,--,9
6783,Delphi Automotive Systems,161,3.8,681,5,--,19
6784,Exotel,161,3.1,1.3k,17,55,3
6785,ARCHER Transnational Systems Private Limited,161,3.6,461,20,10,6
6786,B M Birla Heart Research Centre,161,3.6,420,10,--,6
6787,Arcon TechSolutions,161,3.4,971,35,--,10
6788,Swiss Garnier Life Sciences,162,3.5,711,16,5,18
6789,Outlook,160,2.9,137,35,--,7
6790,Amanta Healthcare,160,4.1,597,7,--,21
6791,Lilavati Hospital & Research Centre,160,3.8,548,5,8,14
6792,M.P. Power Transmission Company,160,3.8,409,8,--,7
6793,AYTB,160,3.9,338,14,--,20
6794,Khadi Natural Healthcare,160,4.1,387,6,2,5
6795,High Court Lucknow,160,4.5,1.1k,6,--,13
6796,Covestro,160,4.5,585,15,--,18
6797,New Era Technology,160,3.4,1k,12,34,4
6798,Henkel,160,4.0,712,11,--,16
6799,TIL,160,3.8,719,9,39,16
6800,Techno India Group,160,3.5,717,11,--,12
6801,EAPRO Global Ltd,160,4.2,400,13,--,7
6802,Semac Consultants,160,3.8,633,17,--,18
6803,Indo European Educational Services,160,4.3,195,42,9,4
6804,Maheshwari Mining,160,3.8,666,23,10,10
6805,Yes Madam,160,4.2,492,45,19,1
6806,Mohani Tea Leaves,160,4.0,518,6,3,22
6807,Happy Forging,160,3.8,831,12,9,7
6808,Kesari Tours,160,3.4,673,10,8,21
6809,Trafigura,160,3.1,1.1k,8,15,14
6810,Regal Rexnord Corporation,160,3.5,933,16,55,2
6811,Makino,160,3.7,765,9,--,14
6812,Innovision,160,3.0,569,13,1,12
6813,Billroth Hospitals,160,3.7,596,5,13,9
6814,India Power Corporation,160,3.8,724,15,1,17
6815,Net2source,160,3.4,615,4,--,15
6816,Flovel Energy,161,3.9,642,12,1,16
6817,Aptia,160,2.7,707,8,11,1
6818,Webdew,160,4.5,150,108,3,41
6819,AmpleLogic,159,3.8,656,15,8,10
6820,India Power Corporation,160,3.8,724,15,1,17
6821,Kesari Tours,160,3.4,673,10,8,21
6822,Aptia,160,2.7,707,8,11,1
6823,Flovel Energy,161,3.9,642,12,1,16
6824,Ellucian Higher Education Systems,160,3.6,1.4k,33,3,25
6825,AmpleLogic,159,3.8,656,15,8,10
6826,Webdew,160,4.5,150,108,3,41
6827,Supple Tek Industries,160,3.2,491,14,11,7
6828,Hubtown,159,3.5,637,14,2,7
6829,Cherry Hill Interiors,159,4.0,537,19,1,10
6830,VOLTECH O AND M SERVICES,159,4.0,457,9,--,11
6831,Prudent Insurance Brokers,159,3.7,855,7,20,7
6832,Innovassynth Technologies,159,3.4,783,14,--,12
6833,Escorts Railway Equipment Division,159,3.7,527,9,--,11
6834,Paracoat Products,159,3.6,806,7,9,10
6835,Welspun Specialty Solutions,159,3.8,537,4,--,11
6836,Conde Nast India,159,2.8,1.5k,19,20,15
6837,Metayb,159,3.9,313,20,38,1
6838,Iprogrammer Solutions,159,4.1,665,30,3,10
6839,TVS Upasana Engineering,159,3.7,586,8,--,13
6840,Peekay Steel Castings,159,4.0,660,7,1,9
6841,Zerodha,159,4.0,764,14,1,17
6842,GP Strategies,159,3.6,1.1k,8,10,11
6843,ACI Worldwide,159,4.0,1.4k,15,21,19
6844,Topre India,159,4.2,637,13,--,10
6845,CollegePur,159,4.6,7,60,--,8
6846,MELCO,159,3.7,540,3,--,5
6847,Goel Construction,159,3.7,571,7,--,3
6848,MResult Services,159,3.7,1.2k,24,2,14
6849,KRYFS POWER COMPONENTS,159,3.8,591,11,10,13
6850,Proventech,159,4.1,347,9,7,2
6851,Kanakadurga Finance,159,3.6,460,6,--,6
6852,Escorts Railway Equipment Division,159,3.7,527,9,--,11
6853,VOLTECH O AND M SERVICES,159,4.0,457,9,--,11
6854,Metayb,159,3.9,313,20,38,1
6855,Fukoku,159,3.6,560,11,--,18
6856,Cherry Hill Interiors,159,4.0,537,19,1,10
6857,Innovassynth Technologies,159,3.4,783,14,--,12
6858,Prudent Insurance Brokers,159,3.7,855,7,20,7
6859,Conde Nast India,159,2.8,1.5k,19,20,15
6860,Peekay Steel Castings,159,4.0,660,7,1,9
6861,Hyland Software Solutions India LLP,159,4.1,1.2k,33,43,19
6862,Goel Construction,159,3.7,571,7,--,3
6863,Hind Rectifiers,159,3.6,880,20,8,10
6864,Kanakadurga Finance,159,3.6,460,6,--,6
6865,Fukoku,159,3.6,560,11,--,18
6866,Flatworld Mortgage Processing,159,3.6,682,6,--,14
6867,Datavail Infotech,159,3.3,1.3k,7,47,13
6868,Webvio Technologies,159,4.3,256,12,6,12
6869,Enlist Management Consultants,159,3.2,574,8,--,10
6870,Baggit,158,2.6,551,6,--,10
6871,Advanced Medtech Solutions,158,3.5,628,14,23,6
6872,Amphenol Omniconnect - India,158,3.9,976,14,--,7
6873,Auto Mechanics,158,2.7,156,17,--,1
6874,Johnson Electric,158,3.7,885,20,16,7
6875,Ccl Products,158,4.2,641,6,5,9
6876,Deepak Foundation,158,3.8,381,13,--,12
6877,Nexus Select Trust,158,4.0,673,1,1,8
6878,Basicfirst Learning,158,2.7,234,7,--,65
6879,Thomson Press India,158,4.2,529,6,1,14
6880,Anthea Pharma,158,4.1,449,33,14,1
6881,Trayee Business Solutions,158,3.5,514,8,--,7
6882,Aakash Health Care,158,3.8,535,6,12,2
6883,Sampark Logistics,158,3.4,542,7,1,13
6884,TI METAL FORMING,158,3.9,585,7,--,12
6885,Enaltec Labs,158,3.0,713,14,1,21
6886,Anvil Cables,158,3.8,510,8,--,15
6887,3Pillar Global,158,3.2,1k,22,--,14
6888,Govind Milk & Milk Products,158,4.3,559,5,1,7
6889,Universal Cables,158,4.0,716,15,--,11
6890,Milestone Gears,158,3.9,564,10,--,7
6891,Pyrotech Electronics,158,3.0,694,12,7,8
6892,Export Trading group,158,3.5,745,7,3,5
6893,TC Global,158,3.6,492,9,8,26
6894,Inductotherm,158,3.9,658,11,10,22
6895,Helo.ai by VivaConnect,158,4.3,468,7,11,7
6896,Idexcel Technologies,158,3.3,1.2k,10,61,11
6897,Deepak Foundation,158,3.8,381,13,--,12
6898,Nexus Select Trust,158,4.0,673,1,1,8
6899,Tcs And Associates,159,3.4,1.6k,12,--,4
6900,Grand View Research,158,3.0,969,6,6,9
6901,ROI NET Solution,158,4.2,423,11,1,32
6902,Gera Developments,158,4.0,670,4,2,14
6903,ACE Group,158,4.1,680,11,--,23
6904,Strategic Learning Solutions,158,4.0,529,7,2,12
6905,Frick India,158,3.7,640,9,--,8
6906,Johnson Electric,158,3.7,885,20,16,7
6907,Amphenol Omniconnect - India,158,3.9,976,14,--,7
6908,Tracks Components,158,3.2,891,16,--,9
6909,Dentsu Communications,158,3.3,1.5k,11,1,1
6910,Modi Builders & Realtors,158,3.0,450,8,--,10
6911,Verinite Technologies,158,4.1,609,8,9,12
6912,Makino Auto Industries,158,3.9,577,11,--,18
6913,Ccl Products,158,4.2,641,6,5,9
6914,Auto Mechanics,158,2.7,156,17,--,1
6915,Emmbi Industries,158,3.8,684,11,--,10
6916,Smart Drive Systems,158,3.4,710,10,62,26
6917,Shree Technocrat Communication Systems,158,3.8,675,10,1,10
6918,Sharp Sight,158,4.0,583,9,21,6
6919,M2P Fintech,158,3.1,1.2k,33,2,1
6920,Broadcast Engineering Consultants India,158,3.4,691,17,--,6
6921,Endress Hauser,158,4.2,673,4,8,12
6922,Manomav Engineers,157,4.0,337,28,--,1
6923,Partha Dental,157,3.7,336,10,5,21
6924,Enquero,157,4.1,1.6k,21,--,19
6925,Qatargas,157,4.6,514,11,--,18
6926,Aligarh Muslim University,157,4.6,402,5,--,14
6927,VK Building Services,157,4.0,546,11,14,18
6928,An Pharmaceuticals,157,4.2,153,17,11,11
6929,Acme Formulation,157,3.1,705,14,16,9
6930,Gemini Edibles & Fats India,157,4.1,556,10,--,19
6931,Enterslice,157,3.8,506,17,16,6
6932,Chandak Group,157,4.3,707,7,--,6
6933,Envision Enterprise Solutions,157,2.7,896,17,2,4
6934,Anabeeb,157,4.0,365,11,--,13
6935,eBIZ.com,157,2.6,152,2,--,32
6936,Centelon,157,3.2,543,11,12,70
6937,Oakridge International School,157,3.5,476,5,29,27
6938,Vitech Systems Asia,157,3.5,1.4k,7,--,10
6939,Jyote Motors,158,3.8,485,9,--,7
6940,Jobby Engineers,157,4.2,589,7,1,14
6941,Ace Pipeline Contracts,157,4.2,461,10,5,17
6942,Safeguard Global,157,3.6,964,5,4,3
6943,Verity Knowledge Solutions,157,3.1,1.1k,38,--,11
6944,American Institute of Pathology and Laboratory Sciences,157,4.3,536,10,5,22
6945,Synchronoss Technologies,157,4.2,1.3k,10,5,16
6946,Kalburgi Cement,157,3.4,545,5,--,13
6947,IndianOil Skytanking,157,2.9,588,12,2,19
6948,HYOSUNG T&D,156,3.9,933,13,12,15
6949,Deepak Chem Tech,157,4.0,640,13,--,3
6950,DCM Infotech,157,3.4,800,10,5,6
6951,Hartex Rubber,158,3.3,632,10,5,6
6952,Maharashtra State Electricity Transmission Company,157,4.2,480,3,--,19
6953,Atotech,157,3.9,796,12,1,25
6954,Khivraj Motors,157,3.9,597,8,6,10
6955,Vihaan Networks,157,4.1,723,10,--,15
6956,Prateek Group,157,3.8,513,18,14,5
6957,Saint-Gobain Weber,157,3.9,606,10,--,12
6958,Sterling Biotech,157,4.1,731,6,--,21
6959,Pravin Masalewale,157,4.0,538,7,--,9
6960,American Institute of Pathology and Laboratory Sciences,157,4.3,536,10,5,22
6961,HYOSUNG T&D,156,3.9,933,13,12,15
6962,Deepak Chem Tech,157,4.0,640,13,--,3
6963,DCM Infotech,157,3.4,800,10,5,6
6964,Maharashtra State Electricity Transmission Company,157,4.2,480,3,--,19
